timestamp,test-class,test-method,time,description,result
2021-09-10 10:04:31.444,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2468,"[4] recordIndex=8, author=Pacoo, text=Millio dollar s s s s s s s s s s s, info=null, mark=xa11-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",Expected value 'Pacoo' in attribute 1 of record 0, but found 'Sex s s s s s s s s s s'
2021-09-10 10:04:34.399,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2649,"[5] recordIndex=7, author=Rebeca, text=HelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHell, info=null, mark=xa11-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",Expected value 'Rebeca' in attribute 1 of record 0, but found 'Sex s s s s s s s s s s'
2021-09-10 10:04:37.206,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2520,"[6] recordIndex=6, author=Javier, text=HelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHel, info=https://www.imdb.com, mark=xa11-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",Expected value 'Javier' in attribute 1 of record 0, but found 'Sex s s s s s s s s s s'
2021-09-10 10:04:39.909,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2402,"[7] recordIndex=5, author=Jesús, text=4, info=http://www.example.org, mark=xA11-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",Expected value 'Jesús' in attribute 1 of record 0, but found 'Sex s s s s s s s s s s'
2021-09-10 10:04:45.399,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5199,"[8] recordIndex=4, author=PacoPacoPacoPacoPacoPacoo, text=I'm sad, info=null, mark=1111-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:04:51.01,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,5329,"[9] recordIndex=3, author=Loren, text=I'm happy, info=http://www.example.org, mark=2X11-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:04:55.985,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4687,"[10] recordIndex=2, author=Guillermo, text=Hey, info=null, mark=x311-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:01.008,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4683,"[11] recordIndex=1, author=Carmen, text=Potatoes, info=http://www.example.org, mark=3311-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:05.858,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4577,"[12] recordIndex=0, author=Amanda, text=Hard core s s s s s s s s s s s, info=https://www.imdb.com, mark=x011-091021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:08.33,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2187,"[1] recordIndex=0, author=null, text=Potatoes, info=http://www.example.org, mark=aa11-091921, deadline=2020/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:10.354,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1681,"[2] recordIndex=1, author=Gui, text=Hey, info=null, mark=aa11-091021, deadline=2021/10/05 00:01, budget=EAR 10.00, important=true",OK
2021-09-10 10:05:12.309,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1682,"[3] recordIndex=2, author=LorenLorenLorenLorenLorenL, text=I'm happy, info=http://www.example.org, mark=null, deadline=2021/10/05 00:01, budget=EUR -10.00, important=true",OK
2021-09-10 10:05:14.225,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1633,"[4] recordIndex=3, author=Pacoo, text=null, info=null, mark=1 11-091021, deadline=2021/09/11 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:16.343,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1764,"[5] recordIndex=4, author=Carmen, text=HelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloHelloo, info=null, mark=hae-2109-rr/10, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:18.31,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1685,"[6] recordIndex=5, author=Pepito, text=Hello, info=jvh, mark=aa11-211021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:20.381,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1792,"[7] recordIndex=6, author=Million dollar, text=Heyy, info=null, mark=aa11-aa1021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:22.328,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1680,"[8] recordIndex=7, author=Sex s s s s s s s s, text=I'm sad, info=http://www.example.org, mark=xxxxaa11-211021xxxx, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:24.322,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1707,"[9] recordIndex=8, author=Jesús, text=Sex, info=http://www.example.org, mark=hae-2109-rr/10, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:26.274,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1660,"[10] recordIndex=9, author=Irene, text=Cialis s s s s s s s s, info=null, mark=aa11-211021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:28.271,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1693,"[11] recordIndex=10, author=David, text=Viagra Viagra Viagra Viagra Viagra Viagra Viagra Viagra Viagra Viagra Viagra Viagra Viagra Sex Sex, info=http://www.example.org, mark=hae-2109-rr/10, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:30.307,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1719,"[12] recordIndex=11, author=Irene, text=I'm sad, info=http://www.viagra.org, mark=aa11-2110222221, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:32.348,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1759,"[13] recordIndex=12, author=Monica, text=I'm happy, info=http://www.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.org, mark=hae-2109-rr/10, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:34.37,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1693,"[14] recordIndex=13, author=Marta, text=Heey!, info=http://www.aaaaviagraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.org, mark=ar1-211021, deadline=2021/10/05 00:01, budget=EUR 10.00, important=true",OK
2021-09-10 10:05:35.991,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1361,"[15] recordIndex=14, author=null, text=null, info=null, mark=null, deadline=null, budget=null, important=false",OK
